Country,year,GDP_Growth,Total_Uemp_Nat,Uemp_Male,Uemp_Female,Youth_Uemp_M,Youth_Uemp_F,Pop_Growth,Remit_GDP,Edu_Spend,Gov_Consump,Lab_Force,LFPR,Internet_Users,HighTech_Exp,FDI,Private_Credit,Real_Interest,Energy_Imp,Edu_Tertiary,Life_Exp,Inflation
Jordan,1960,,,,,,,,,,,,,,,,,,,,52.678,
Jordan,1961,,,,,,,5.040294406,,,,,40.63,,,,,,,,53.68,
Jordan,1962,,,,,,,4.675455538,,,,,,,,,,,,,54.633,
Jordan,1963,,,,,,,4.588218032,,,,,,,,,,,,,55.489,
Jordan,1964,,,,,,,5.04236284,,,,,,,,,,,,,56.456,
Jordan,1965,,,,,,,5.978136616,,,,,,,,,14.77217554,,,,57.317,
Jordan,1966,,,,,,,6.932268199,,,,,,,,,15.82808511,,,,57.762,
Jordan,1967,,,,,,,7.58243217,,,,,,,,,16.34618794,,,,58.97,
Jordan,1968,,,,,,,7.665678712,,,,,,,,,19.12125749,,,,59.767,
Jordan,1969,,,,,,,7.076427376,,,,,,,,,17.4150641,,,,60.504,5.899999999
Jordan,1970,,,,,,,6.062094808,,3.63003993,,,,,,,19.09544658,,,,59.833,4.815864024
Jordan,1971,,,,,,,4.983855431,,3.297689915,,,,,,,18.49587118,,,,61.772,7.657657658
Jordan,1972,,,,,,,4.13250455,2.627839212,2.387429953,,,,,,0.071022677,17.00958807,,,,62.477,11.12970711
Jordan,1973,,,,,,,3.638843236,4.740408379,2.486939907,,,,,,0.225733725,19.12641084,,,,63.065,19.42771084
Jordan,1974,,,,,,,3.377890347,6.248385855,3.557689905,,,,,,0.570392088,20.81436349,,,,63.611,11.97982346
Jordan,1975,,,,,,,3.203548647,12.22758754,3.763479948,,,41.36,,,1.881167372,26.5242028,,,,64.148,11.5
Jordan,1976,,,,,,,3.065754437,24.04793157,3.534559965,33.51551481,,,,,-0.440761195,31.24894217,,,,64.654,14.56651719
Jordan,1977,8.298408854,,,,,,3.058939153,22.40131276,3.679899931,27.11471611,,,,,0.535594803,28.48710892,,,,65.127,6.9215213
Jordan,1978,14.67956602,,,,,,3.149143727,20.00517865,3.681629896,29.47315478,,,,,2.168592775,39.45140199,,,,65.602,14.24649176
Jordan,1979,20.80290926,,,,,,3.317702824,18.36996065,5.081729889,34.31043257,,43.08,,,0.806117202,45.19206107,,,,66.049,11.11111111
Jordan,1980,11.18484646,,,,,,3.660516048,20.30309974,,29.20422354,,,,,0.865224007,46.49703837,,,,66.493,7.7
Jordan,1981,17.17871744,,,,,,4.0065424,23.56191408,5.167679787,31.50628193,,,,,3.212033482,47.61390308,,,,66.92,7.428040854
Jordan,1982,7.025943387,,6.6,,,,4.26834681,23.11961537,5.088540077,28.9618811,,,,,1.26957885,51.08690382,,,,67.36,5.020167098
Jordan,1983,-2.219738554,,,,,,4.447743436,22.54979657,4.927959919,26.49725736,,,,,0.708531657,55.59588044,,,,67.778,3.847472738
Jordan,1984,4.291687765,,,,,,4.52238513,24.89709981,5.936950207,27.99392575,,,,,1.560002077,59.35644342,,,,68.206,2.985074627
Jordan,1985,-2.706947164,,13.3,,,,4.569564484,20.46974241,,26.98162996,,,,,0.499617908,60.55998173,,,,68.587,
Jordan,1986,5.504634242,,14.8,,,,4.609147031,18.49125465,3.284359932,25.2845347,,,,,0.355420633,57.64400803,,,,68.962,-0.2
Jordan,1987,2.323274377,,,,,,4.625130306,13.88281478,3.29666996,25.65706039,,,,,0.584626431,59.03292955,,,,69.297,6.613226453
Jordan,1988,1.462169817,,,,,,4.6607576,14.25706532,4.047500134,25.71927137,,,,,0.378047444,62.20403473,,,,69.605,25.7127193
Jordan,1989,-10.72921928,,,,,,4.787586848,14.85466368,5.643539906,25.51226551,,,,,-0.031975499,64.52335601,,,,69.865,16.19213756
Jordan,1990,-0.275903908,,,,,,7.815196245,12.00136028,,24.04476477,784076,,0,,0.904951524,62.15385173,,,,70.094,8.155495979
Jordan,1991,1.608531073,21.439,,32.183,,59.329,7.785242866,10.30980503,,25.08451657,880594,,,,-0.27362154,62.23718729,,93.07110289,,70.24,3.995835606
Jordan,1992,14.34977606,19.947,19.7,30.3,,57.78,5.286526779,15.88563557,,21.89785065,939578,,,,0.766783017,55.77487259,,101.4581985,,70.4,3.316666667
Jordan,1993,4.48698978,19.7,,30.003,,58.327,5.200191381,18.55290352,,22.08577901,1003860,,,,-0.59839699,60.51251158,,101.9832562,,70.568,3.516696241
Jordan,1994,4.9714767,16.894,14.6,29.65,,58.721,4.791034027,17.54091409,,22.61951208,1064262,,,,0.045776079,64.35154798,,,,70.738,2.353124513
Jordan,1995,6.200874444,14.6,13.7,30.103,,60.502,4.095487454,18.49091915,,23.57095892,1114806,,0.0232,,0.197813412,68.70046875,,,,70.915,6.501218027
Jordan,1996,2.087020782,13.7,,24.371,,49.486,3.320045031,22.29008877,7.476910114,24.51543285,1155940,,0.0449,,0.223959606,69.19964981,,102.3416656,,71.105,3.037884203
Jordan,1997,3.308475383,13.74,,23.665,,48.551,2.686609482,22.8427384,6.364820004,25.54843984,1187549,,0.599,,4.981215814,69.8225527,10.95795268,98.49874189,,71.324,3.091666667
Jordan,1998,3.01217269,13.841,,23.03,,47.674,2.311413859,19.49802132,,24.36807016,1215637,,1.31,,3.918143249,68.95810902,6.230650638,102.3908199,,71.521,0.606256568
Jordan,1999,3.389530794,13.763,13.7,22.141,,46.308,2.148591838,20.41776993,4.943669796,23.99840784,1243653,,2.53,,1.938286347,71.18257965,12.74661342,100.4049394,,71.737,0.666880926
Jordan,2000,4.245711921,13.7,14.7,21.272,,44.966,2.072604791,21.80805841,,23.698468,1272412,39.4,2.62328,,10.79400537,71.8672379,12.26379235,97.98741397,,71.926,1.772204374
Jordan,2001,5.269957575,14.7,15.3,20.598,,43.816,2.056854723,22.40837366,,22.91748511,1284269,38.8,4.70572,,3.048505142,75.49381649,10.08388381,101.0352624,,72.141,1.83299389
Jordan,2002,5.783807927,15.3,14.5,22.111,,47.266,2.108443768,22.27995754,,22.69060936,1304262,38.4,6.02553,,2.486017341,72.52575802,9.169880498,,32.27840042,72.359,1.63
Jordan,2003,4.161667555,14.5,,20.921,,44.652,2.214620774,21.58894407,,23.18535836,1305437,37.4,8.46601,,5.364726714,70.59360604,6.999114167,100.3508837,36.05582047,72.585,3.361868215
Jordan,2004,8.567214242,14.626,14.8,23.532,,51.194,2.412958417,20.04474162,,21.2967655,1361612,,11.6587,,8.209222707,74.47255559,5.006628047,,40.46783066,72.788,3.493685346
Jordan,2005,8.146594811,14.8,14,26.167,,57.987,2.477130681,19.23007977,,19.5303397,1421908,38.3,12.9329,,15.76364614,87.88787308,5.490036198,104.6874106,39.70748901,72.977,6.251724667
Jordan,2006,8.092975278,14,13.1,25.337,,56.265,6.388707243,18.55574498,,20.63903929,1503278,37.7,13.8671,,23.53729134,91.60275025,-2.233285551,100.8133594,37.86640167,73.225,4.74390639
Jordan,2007,8.176169952,13.1,12.7,25.934,,59.328,6.035299827,19.4406271,,20.60290323,1699178,39.8,20,1.13353507,15.32482626,91.48516647,3.453389478,101.6752483,38.73384094,73.407,13.971231
Jordan,2008,7.220386373,12.7,12.9,24.775,,57.014,2.354279761,15.49143519,,18.37670225,1740167,39.5,23,0.917231129,12.4753075,78.31646771,-11.80766163,101.4514887,41.36846924,73.563,-0.739069743
Jordan,2009,5.023710073,12.9,12.5,24.481,,57.017,2.149687861,14.12188757,,20.92195268,1818880,40.1,26,1.413917469,9.834178745,73.21093484,5.898580861,100.5879772,42.0630188,73.707,4.845518759
Jordan,2010,2.314834221,12.5,12.9,21.91,,50.867,2.151093317,13.3521924,3.16850989,19.24733874,1844829,39.5,27.2,2.862053244,6.22247567,71.15634201,0.875955637,103.1968123,37.75813375,73.797,4.162441629
Jordan,2011,2.737179886,12.9,12.2,21.352,,49.544,2.482027727,12.47773015,3.599005806,20.06473965,1881260,39,34.9,2.550583866,5.033358727,71.73254147,2.646406244,97.08793661,37.42163863,73.929,4.515229567
Jordan,2012,2.429358001,12.2,12.6,20.125,,46.491,1.41635205,12.16489072,3.637160085,19.11352189,1872113,38,37,2.367792928,4.894806887,71.19989481,3.9901971,103.4462507,43.91614641,74.087,4.824623143
Jordan,2013,2.609947375,12.6,11.9,22.314,,51.357,5.196414679,15.50690384,3.78372228,18.26457699,1931174,37.1,41.4,1.68597467,5.649771687,70.44289249,2.700469426,98.2216878,,74.282,2.89947905
Jordan,2014,3.384078099,11.9,13.075,20.879,,47.753,9.539208986,17.28663681,3.766924087,18.22120457,2081895,36.4,46.2,1.80671197,5.912048902,66.57819448,5.360006858,102.3935114,,74.606,-0.87685136
Jordan,2015,2.496528793,13.075,15.275,22.759,30.9,52.999,8.217983292,13.86038661,3.712721334,17.82326069,2343249,,54.22,2.577043113,4.147202292,66.6263107,6.172976266,101.5026494,36.62842788,75.06,-0.778430463
Jordan,2016,1.994180849,15.275,18.12,24.082,35.625,53.9,4.723252544,10.96607703,3.452820063,17.25056419,2553453,,56.15,3.37782668,3.892851429,70.87225408,6.662253029,101.2561044,34.06126356,75.55,3.323894476
Jordan,2017,2.473598154,18.12,18.257,27.336,35.244,48.944,2.2516003,10.65161844,3.213059902,16.94537194,2712693,40.226,64.5,1.812819426,4.878141332,74.41549707,6.49396019,98.86165827,28.6210571,76.071,4.462311085
Jordan,2018,1.919070913,18.257,16.801,24.099,38.868,49.018,2.204129984,10.3110055,2.954619884,16.74389605,2717015,39.176,65.2,1.508584807,2.201776866,75.54723747,6.246631014,96.99878659,31.55629855,76.491,0.761514047
Jordan,2019,1.751240779,16.801,19.213,23.993,37.315,48.79,1.983438225,10.25567682,2.988460064,16.37173776,2794037,39.242,70.0847,1.36854381,1.639705651,76.82734853,7.755163184,98.83074479,30.11084039,76.865,0.333294351
Jordan,2020,-1.102751883,19.213,19.837,25.348,42.959,53.105,1.795432282,11.02771781,3.55303484,16.54995644,2914902,39.947,78.4178,1.543878589,1.739759783,83.06197803,8.247864681,93.20410683,30.28796656,75.583,1.346093772
Jordan,2021,3.65564359,19.837,18.2,26.175,43.738,54.052,1.834191627,10.9558098,3.138370037,15.8410812,2893220,38.67,86,1.713679703,1.34316062,81.89445645,4.708472871,92.33467411,30.45131427,74.204,4.229155689
